experiment,method,initialization,n,beta,metric,mean_paired_difference,ci_lower,ci_upper,n_pairs
main,detached_conditional_oracle,adverse,32,0.01,q,0.00830142942012126,0.008246753397603557,0.008356105442638963,20
main,detached_conditional_oracle,adverse,32,0.01,pi1_a0,0.00038864112757853124,0.0003145451998489132,0.0004627370553081493,20
main,complete_weighted_oracle,adverse,32,0.01,population_return,-0.013577096404822835,-0.013635329729174037,-0.013518863080471634,20
main,complete_weighted_oracle,adverse,32,0.01,q,0.008434677564847278,0.008377959308577532,0.008491395821117024,20
main,complete_weighted_oracle,adverse,32,0.01,pi1_a0,0.0003957256703465082,0.0003209257027115899,0.00047052563798142654,20
main,uniform_action_oracle,adverse,32,0.01,population_return,-0.005978373649200388,-0.006006594386524771,-0.0059501529118760055,20
main,uniform_action_oracle,adverse,32,0.01,q,0.0029296924082299544,0.0029081477548316007,0.002951237061628308,20
main,uniform_action_oracle,adverse,32,0.01,pi1_a0,0.02877754066517847,0.02864082976226508,0.028914251568091857,20
main,visitation_only_oracle,adverse,32,0.01,population_return,-0.006482737595444296,-0.006513060529294778,-0.006452414661593814,20
main,visitation_only_oracle,adverse,32,0.01,q,0.005505670769414713,0.005475123588487946,0.00553621795034148,20
main,visitation_only_oracle,adverse,32,0.01,pi1_a0,-1.8884515319635838e-05,-7.967797693727564e-05,4.1908946298003965e-05,20
main,full_pooled_fisher_oracle,adverse,32,0.01,population_return,-0.014285938179280273,-0.014365673142940022,-0.014206203215620524,20
main,full_pooled_fisher_oracle,adverse,32,0.01,q,0.013158781040993916,0.013060016165713374,0.013257545916274458,20
